"Average Prices and Volumes of Sales","","","","","","","","","",""
"By pcSector for county - GREATER LONDON","","","","","","","","","",""
"2010","","","","","","","","","",""
"Age: any","","","","","","","","","",""
"Report created on: 2024-04-18","","","","","","","","","",""
"","Detached","Sales","Semi-det","Sales","Terraced","Sales","Flat/mais","Sales","Overall average","Total sales"
"BR1 1","0","0","250000","1","327500","4","185879","7","238429","12"
"BR1 2","722904","70","360297","41","310531","48","258959","26","470345","185"
"BR1 3","657826","23","422548","29","294176","53","200453","110","302442","215"
"BR1 4","493333","15","338154","28","216815","75","182136","36","257704","154"
"BR1 5","395000","1","249729","26","209894","80","140450","10","214393","117"
"BR2 0","586529","34","369714","42","279633","30","220191","125","309017","231"
"BR2 6","787521","26","516372","5","341375","4","232500","2","672646","37"
"BR2 7","488783","21","363053","69","256640","10","369556","17","377470","117"
"BR2 8","514416","25","313469","52","255823","37","135035","15","315130","129"
"BR2 9","463071","28","306945","56","261435","88","183083","46","282491","218"
"BR3 1","520750","10","456449","41","338925","28","213600","109","301565","188"
"BR3 3","815350","20","395927","43","335594","70","341133","15","418516","148"
"BR3 4","580000","6","363894","58","298296","94","178719","54","293757","212"
"BR3 5","675125","8","480227","11","349473","22","227488","102","290739","143"
"BR3 6","706413","23","517197","15","455330","10","232673","46","417678","94"
"BR4 0","454000","14","383110","49","313646","37","162879","21","331849","121"
"BR4 9","505624","31","365554","82","280833","6","186853","34","350901","153"
"BR5 1","548389","37","377502","102","271556","9","195362","12","397400","160"
"BR5 2","282599","10","223689","72","186415","28","127889","14","209207","124"
"BR5 3","422500","2","203373","32","168966","38","136312","8","185802","80"
"BR5 4","341158","6","220541","51","190557","29","132222","9","210639","95"
"BR6 0","521732","28","310351","45","248133","36","195096","68","286857","177"
"BR6 6","497826","23","305577","31","244526","19","151000","6","335125","79"
"BR6 7","477250","38","307900","30","247068","22","178577","13","341063","103"
"BR6 8","899145","39","350544","34","257575","20","168235","17","499969","110"
"BR6 9","400174","60","300043","137","242399","36","169577","15","308009","248"
"BR7 5","860898","47","581041","12","369313","33","299427","53","520632","145"
"BR7 6","764217","32","314514","56","290082","47","198085","30","373601","165"
"CR0 0","0","0","197851","41","184417","32","140773","11","185259","84"
"CR0 1","442200","5","211636","7","219040","25","182670","53","209444","90"
"CR0 2","320667","3","276893","14","198201","37","140678","125","166239","179"
"CR0 3","280000","1","202233","15","191341","75","136600","15","185972","106"
"CR0 4","275487","4","244358","42","209883","56","192509","181","204814","283"
"CR0 5","704893","28","350406","21","300652","26","194342","83","323056","158"
"CR0 6","450625","4","263371","36","216233","100","167138","81","210160","221"
"CR0 7","382728","23","295167","51","266363","30","208436","38","280054","142"
"CR0 8","366740","19","335000","48","259651","27","159808","26","285114","120"
"CR0 9","362500","3","278346","13","201125","61","166008","52","198504","129"
"CR2 0","474959","52","366627","37","251700","20","169794","34","343147","143"
"CR2 6","498328","9","287616","25","222003","49","165032","81","219031","164"
"CR2 7","473333","18","343126","23","212788","13","184164","58","266604","112"
"CR2 8","372997","17","279888","52","238050","29","190727","15","271323","113"
"CR2 9","418685","26","309416","61","250167","6","175247","10","320521","103"
"CR3 0","303900","5","283500","6","0","0","0","0","292773","11"
"CR4 1","0","0","242934","16","213949","80","154269","31","203033","127"
"CR4 2","292500","4","253146","13","221898","50","174012","41","210096","108"
"CR4 3","296625","4","261996","12","222792","73","149455","28","211786","117"
"CR4 4","0","0","277170","12","222267","26","149174","37","194993","75"
"CR5 1","370720","38","314856","61","236033","12","141840","10","310284","121"
"CR5 2","479250","28","284561","31","196167","21","138197","15","299293","95"
"CR5 3","567389","9","306182","19","247171","26","158500","3","312735","57"
"CR6 9","525000","2","324250","2","0","0","0","0","424625","4"
"CR7 6","0","0","257786","7","226660","31","140184","32","190241","70"
"CR7 7","274000","1","245988","10","210529","86","130083","39","190534","136"
"CR7 8","360000","1","248544","28","202718","43","142820","45","191992","117"
"CR8 1","410958","24","332857","21","286207","7","158833","6","341542","58"
"CR8 2","639703","17","287835","31","228456","31","191835","52","281339","131"
"CR8 3","749031","40","437250","10","250000","1","222066","12","591247","63"
"CR8 4","498972","25","317731","27","209857","7","153000","10","348580","69"
"CR8 5","589944","35","261561","19","215112","13","200440","21","370720","88"
"DA1 3","312071","7","215385","13","211286","21","126444","9","211190","50"
"DA1 4","278333","3","183015","33","169750","44","138035","23","170080","103"
"DA14 4","457396","12","317872","59","234966","18","147132","34","272155","123"
"DA14 5","369575","4","257955","11","186125","12","86993","7","210537","34"
"DA14 6","486750","4","284021","24","223536","25","164604","72","209627","125"
"DA15 7","566722","9","316885","35","241135","11","160500","23","288916","78"
"DA15 8","378431","8","256807","77","213912","88","173304","14","235573","187"
"DA15 9","285000","1","304481","40","210200","51","160833","9","243881","101"
"DA16 1","365000","1","235291","92","206229","31","158167","3","227397","127"
"DA16 2","239374","4","252500","92","217852","61","154055","9","234114","166"
"DA16 3","249950","1","232364","48","195295","22","134543","23","199940","94"
"DA17 5","221998","5","223942","26","181780","50","126145","38","174916","119"
"DA17 6","293333","3","199490","20","185424","17","124866","15","179909","55"
"DA18 4","0","0","0","0","142000","9","84817","3","127704","12"
"DA5 1","456612","16","302488","42","258963","15","177167","18","297623","91"
"DA5 2","472893","14","312500","4","353667","15","243564","7","372011","40"
"DA5 3","472171","14","299056","44","232184","36","199333","3","296139","97"
"DA6 7","292506","5","261666","24","212875","6","147364","11","231321","46"
"DA6 8","441416","6","272148","27","223693","14","160000","16","249019","63"
"DA7 4","279200","5","270377","69","228140","46","159679","34","233607","154"
