"Average Prices and Volumes of Sales","","","","","","","","","",""
"By pcSector for county - GREATER LONDON","","","","","","","","","",""
"2018","","","","","","","","","",""
"Age: any","","","","","","","","","",""
"Report created on: 2024-04-18","","","","","","","","","",""
"","Detached","Sales","Semi-det","Sales","Terraced","Sales","Flat/mais","Sales","Overall average","Total sales"
"BR1 1","0","0","450000","1","465000","1","295808","26","307357","28"
"BR1 2","1090677","64","638707","29","478136","33","391204","39","723402","165"
"BR1 3","1041147","17","589639","18","497904","45","326397","104","460131","184"
"BR1 4","663392","13","539686","35","375085","71","293281","29","423306","148"
"BR1 5","430000","1","469413","23","344459","117","262583","12","357380","153"
"BR2 0","890722","32","629422","32","497305","41","333817","94","504588","199"
"BR2 6","1392655","30","740000","1","468400","5","868275","10","1164009","46"
"BR2 7","723667","21","582833","56","474545","11","435000","4","595605","92"
"BR2 8","577600","20","495076","57","406351","36","316152","23","453467","136"
"BR2 9","750415","26","499805","41","451189","83","317071","105","434290","255"
"BR3 1","919200","5","854907","27","524562","16","318662","95","463946","143"
"BR3 3","995500","14","652630","27","547028","87","429107","14","599697","142"
"BR3 4","1195000","3","617186","40","511000","90","293331","86","454287","219"
"BR3 5","968333","9","850700","10","592500","11","387600","100","480766","130"
"BR3 6","953565","26","719750","10","570515","10","411973","39","632497","85"
"BR4 0","811269","13","598222","48","517152","23","218588","17","543284","101"
"BR4 9","748672","20","577984","65","443111","9","271320","25","532045","119"
"BR5 1","804571","35","619841","80","488667","9","308905","37","581210","161"
"BR5 2","470765","17","383684","87","319431","51","219270","24","351603","179"
"BR5 3","541667","3","346689","37","297841","53","194533","26","296605","119"
"BR5 4","502643","7","373598","70","317543","49","220111","9","349711","135"
"BR6 0","786143","28","508417","39","421537","42","360341","93","460676","202"
"BR6 6","756350","46","528335","20","413650","10","289250","6","624766","82"
"BR6 7","740671","41","574029","17","463558","35","346944","27","547650","120"
"BR6 8","861405","42","568790","31","405833","21","268785","13","615217","107"
"BR6 9","637123","43","523945","109","448447","29","257833","9","525430","190"
"BR7 5","1050893","48","703600","15","586679","28","474517","63","696873","154"
"BR7 6","1079862","29","515983","41","476103","39","366548","31","588588","140"
"CM13 3","2535000","1","0","0","0","0","0","0","2535000","1"
"CR0 0","0","0","333858","39","334867","23","245600","5","327618","67"
"CR0 1","835000","1","448333","12","374302","26","316655","143","336421","182"
"CR0 2","490000","2","397500","9","339477","35","279749","146","298347","192"
"CR0 3","0","0","351861","18","341026","78","205659","17","322387","113"
"CR0 4","490000","5","438010","45","382662","63","244591","76","343159","189"
"CR0 5","874977","29","605667","12","475902","27","296624","62","491403","130"
"CR0 6","542000","5","454223","26","398654","100","313127","104","370002","235"
"CR0 7","555645","31","500932","51","432554","54","328058","37","452419","173"
"CR0 8","568136","11","534524","55","446413","26","314506","33","461070","125"
"CR0 9","475000","1","438429","7","335669","55","236013","49","299736","112"
"CR2 0","764601","54","596052","47","410286","21","252391","32","558412","154"
"CR2 6","598705","5","435327","26","375960","42","283584","102","337302","175"
"CR2 7","763091","22","554237","19","335368","11","298488","46","456510","98"
"CR2 8","599372","18","464877","54","380400","25","308147","17","444216","114"
"CR2 9","679138","30","504731","45","514300","5","315617","6","552933","86"
"CR3 0","412000","4","484714","7","0","0","0","0","458273","11"
"CR3 5","0","0","390667","3","0","0","0","0","390667","3"
"CR4 1","0","0","416667","9","415898","107","270786","42","377368","158"
"CR4 2","500000","1","471000","5","444077","57","338382","43","402999","106"
"CR4 3","0","0","368000","6","413503","66","254646","58","340528","130"
"CR4 4","400000","1","420028","18","445486","73","249110","52","371074","144"
"CR5 1","597661","37","478087","56","381182","11","243708","12","482792","116"
"CR5 2","728243","41","508616","34","379542","24","228066","22","506424","121"
"CR5 3","686649","51","538297","93","391499","37","329812","30","518770","211"
"CR6 9","405000","1","437000","1","0","0","0","0","421000","2"
"CR7 6","0","0","401000","4","380589","28","212269","13","333778","45"
"CR7 7","505000","1","483333","6","363086","65","247487","39","330249","111"
"CR7 8","570000","2","480419","21","402353","66","251450","66","350837","155"
"CR8 1","660648","39","546150","25","506400","5","238775","11","557219","80"
"CR8 2","654907","25","496375","24","399421","26","264141","85","382016","160"
"CR8 3","981497","36","751429","7","0","0","451781","32","734012","75"
"CR8 4","698435","23","467577","13","360071","7","209625","12","494155","55"
"CR8 5","768233","44","492017","24","366770","20","286983","29","523663","117"
"DA1 3","581200","5","344107","14","324098","14","217167","6","347792","39"
"DA1 4","423500","5","339273","26","311771","59","214471","68","277956","158"
"DA14 4","715227","11","490324","53","399661","28","271373","78","389484","170"
"DA14 5","908750","4","399655","21","339094","16","237050","10","388701","51"
"DA14 6","649620","5","443717","23","374696","13","266627","82","326732","123"
"DA15 7","667000","5","531086","29","424028","18","253983","30","414494","82"
"DA15 8","583769","13","431728","76","372948","104","248800","15","398649","208"
"DA15 9","560000","2","490957","47","343754","65","244642","7","398773","121"
"DA16 1","422800","5","399199","114","384838","30","204125","12","382716","161"
"DA16 2","454484","6","415761","88","378028","69","255812","8","394411","171"
"DA16 3","0","0","401017","43","369250","14","227101","38","326769","95"
"DA17 5","357020","5","341989","23","319529","51","212961","38","290934","117"
"DA17 6","373500","2","335083","18","317083","18","223181","49","269217","87"
"DA18 4","0","0","0","0","337200","5","175000","1","310167","6"
"DA5 1","591571","14","460460","43","403022","23","303094","32","420092","112"
"DA5 2","703615","13","614750","8","452200","5","336800","2","607129","28"
"DA5 3","678600","10","499810","42","394102","47","238000","5","456642","104"
"DA6 7","558812","8","448648","27","364673","10","276732","31","379071","76"
