"Average Prices and Volumes of Sales","","","","","","","","","",""
"By pcSector for county - GREATER LONDON","","","","","","","","","",""
"2015","","","","","","","","","",""
"Age: any","","","","","","","","","",""
"Report created on: 2024-04-18","","","","","","","","","",""
"","Detached","Sales","Semi-det","Sales","Terraced","Sales","Flat/mais","Sales","Overall average","Total sales"
"BR1 1","0","0","585000","1","0","0","298651","125","300924","126"
"BR1 2","991636","81","524005","40","417308","48","361417","39","651004","208"
"BR1 3","1196810","29","588376","25","474595","77","290879","207","432463","338"
"BR1 4","712142","24","494715","38","327641","103","268264","81","371410","246"
"BR1 5","383125","4","391234","53","297866","133","213630","21","314551","211"
"BR2 0","794119","29","546484","46","436762","36","295727","134","422525","245"
"BR2 6","1151707","31","519400","5","290000","2","408400","5","951672","43"
"BR2 7","732458","24","532659","83","349333","6","303423","13","538335","126"
"BR2 8","625921","19","439815","53","369416","36","243812","16","422602","124"
"BR2 9","658235","17","482695","42","403988","119","271190","190","356152","368"
"BR3 1","926717","49","727560","29","506083","18","307816","117","524095","213"
"BR3 3","980926","27","613743","45","488253","99","369831","27","567808","198"
"BR3 4","1065000","3","575566","41","452153","129","277139","107","409910","280"
"BR3 5","1136250","12","597055","7","507403","18","331418","132","418313","169"
"BR3 6","951759","27","684279","7","630747","20","339247","58","560524","112"
"BR4 0","670255","20","554905","40","461896","32","228452","21","488314","113"
"BR4 9","639140","25","531413","95","349167","6","231803","38","471745","164"
"BR5 1","669030","45","537772","119","355250","18","256560","29","511545","211"
"BR5 2","409746","12","323312","100","268816","60","175991","29","290950","201"
"BR5 3","446710","12","279676","54","255358","67","209279","42","264924","175"
"BR5 4","401622","16","316797","79","269724","48","175518","27","289051","170"
"BR6 0","646072","51","425307","60","315065","53","274297","44","419402","208"
"BR6 6","763453","62","446136","28","362048","21","220317","3","597279","114"
"BR6 7","746771","48","463051","37","350480","25","287791","12","534372","122"
"BR6 8","1026210","54","488127","41","341804","28","232650","13","647232","136"
"BR6 9","542856","59","417702","108","355365","37","233754","11","431908","215"
"BR7 5","921561","62","619124","17","498715","44","336392","46","621771","169"
"BR7 6","850910","48","469365","56","428167","51","378121","89","502531","244"
"CR0 0","0","0","284729","57","277926","21","194232","17","267031","95"
"CR0 1","394167","3","357422","12","306277","39","241780","125","266139","179"
"CR0 2","378000","1","322462","20","282866","56","248161","244","259249","321"
"CR0 3","0","0","302654","20","282342","94","198626","43","262000","157"
"CR0 4","417494","9","368192","48","316052","77","258989","349","281892","483"
"CR0 5","657080","25","446775","16","416140","26","267515","84","376598","151"
"CR0 6","488408","9","386235","34","341627","151","224790","149","299146","343"
"CR0 7","463716","31","415628","62","371941","66","249836","45","372230","204"
"CR0 8","508110","21","464995","85","341300","15","221255","47","391151","168"
"CR0 9","510000","2","418450","10","278889","68","207823","91","251935","171"
"CR2 0","635589","58","525208","43","324750","28","238375","52","447164","181"
"CR2 6","502571","14","411125","35","334864","44","228587","134","294229","227"
"CR2 7","617007","32","439158","49","310871","17","246896","96","362112","194"
"CR2 8","530594","33","394525","85","322742","33","234843","23","385610","174"
"CR2 9","542730","28","418938","39","346750","4","250437","8","442095","79"
"CR3 0","480000","3","413883","15","0","0","0","0","424903","18"
"CR3 5","0","0","372583","3","0","0","0","0","372583","3"
"CR4 1","277375","2","333732","12","334556","100","224773","47","301736","161"
"CR4 2","443500","4","461000","5","386973","76","280840","57","348569","142"
"CR4 3","525000","1","354632","17","347833","85","221273","89","290692","192"
"CR4 4","443750","2","339222","9","336807","36","223116","100","261069","147"
"CR5 1","517458","52","415891","75","321442","18","188727","11","422831","156"
"CR5 2","582292","44","458817","41","305202","30","239196","35","413069","150"
"CR5 3","720500","18","403731","43","331863","30","237786","11","420598","102"
"CR6 9","538333","3","0","0","0","0","248000","1","465750","4"
"CR7 6","450000","1","381260","4","337086","29","201031","16","299341","50"
"CR7 7","307500","2","354964","7","316128","109","187110","68","270329","186"
"CR7 8","426643","7","413607","27","308687","82","209536","88","283850","204"
"CR8 1","589925","40","478111","18","386900","5","236292","12","492973","75"
"CR8 2","619818","22","433550","29","336846","26","240476","87","340783","164"
"CR8 3","1019712","47","694900","10","325000","1","280341","16","806566","74"
"CR8 4","677163","23","468143","21","326033","15","212215","36","399326","95"
"CR8 5","678959","58","356426","27","304242","23","231302","33","451303","141"
"DA1 3","460143","7","336250","8","309560","13","148562","8","308994","36"
"DA1 4","407500","3","276257","38","238644","45","172873","73","220622","159"
"DA14 4","570788","13","420712","54","340155","37","210096","71","329379","175"
"DA14 5","510400","5","342705","17","272900","30","210573","6","307386","58"
"DA14 6","702125","8","421383","47","337073","26","219769","99","310794","180"
"DA15 7","724018","14","484214","21","370303","18","197935","45","366095","98"
"DA15 8","471200","20","370285","85","318964","100","192008","25","337369","230"
"DA15 9","568750","2","421390","32","302009","73","170055","18","317837","125"
"DA16 1","436666","6","325178","101","347551","49","184279","19","319967","175"
"DA16 2","309289","13","353369","88","326171","78","211714","7","333552","186"
"DA16 3","421667","3","334671","50","290404","41","199801","58","272984","152"
"DA17 5","314786","7","290300","28","262100","61","169954","53","237098","149"
"DA17 6","353625","8","286057","35","240513","41","166084","194","197562","278"
"DA18 4","0","0","0","0","216100","10","137667","3","198000","13"
"DA5 1","506456","17","404783","60","348154","15","244843","29","373715","121"
"DA5 2","657676","14","380000","5","369375","4","289500","6","493861","29"
"DA5 3","585560","25","422271","46","344129","43","252497","2","425569","116"
"DA6 7","447500","6","389250","16","330567","15","193481","26","300032","63"
"DA6 8","563787","14","339184","33","335415","34","215286","21","343247","102"
