"Average Prices and Volumes of Sales","","","","","","","","","",""
"By pcSector for county - GREATER LONDON","","","","","","","","","",""
"2017","","","","","","","","","",""
"Age: any","","","","","","","","","",""
"Report created on: 2024-04-18","","","","","","","","","",""
"","Detached","Sales","Semi-det","Sales","Terraced","Sales","Flat/mais","Sales","Overall average","Total sales"
"BR1 1","0","0","0","0","439167","3","309829","42","318452","45"
"BR1 2","1052802","63","619908","24","478006","33","399909","22","744905","142"
"BR1 3","917167","9","675558","26","533230","52","359968","167","447487","254"
"BR1 4","744050","10","610648","30","377477","66","317416","57","421878","163"
"BR1 5","616249","4","452169","24","356583","105","248496","12","370622","145"
"BR2 0","850074","31","653970","52","500539","36","347427","99","517309","218"
"BR2 6","1126119","29","595833","3","494375","4","609375","12","911145","48"
"BR2 7","913028","18","591113","51","440761","23","422497","19","583299","111"
"BR2 8","768289","19","514308","60","405214","21","264911","19","495788","119"
"BR2 9","771426","27","505628","39","447533","80","288260","78","441227","224"
"BR3 1","981663","15","767081","31","593750","14","343011","85","523951","145"
"BR3 3","1137381","21","678847","36","539820","75","450650","10","657158","142"
"BR3 4","735000","3","655453","57","509836","100","304745","78","480334","238"
"BR3 5","1011250","6","692278","9","532475","20","364150","93","443855","128"
"BR3 6","936750","32","774545","11","605606","9","407505","48","635067","100"
"BR4 0","772895","19","662450","45","541280","30","233045","22","567764","116"
"BR4 9","777390","25","574535","79","389167","6","245878","29","534450","139"
"BR5 1","856760","38","603220","86","518278","9","291216","16","629247","149"
"BR5 2","525500","10","363008","60","325152","33","238982","30","337857","133"
"BR5 3","406500","5","350519","52","299557","59","198198","22","306476","138"
"BR5 4","461154","13","361819","75","322254","45","225430","18","342322","151"
"BR6 0","771259","28","495268","41","370792","36","278137","80","418923","185"
"BR6 6","768256","39","512413","23","395482","20","319750","4","592281","86"
"BR6 7","809028","36","499459","37","396880","25","354000","35","525692","133"
"BR6 8","996583","50","573972","36","407137","15","287204","12","708369","113"
"BR6 9","626110","41","499429","107","440325","40","283594","16","496372","204"
"BR7 5","1159231","39","602182","11","644529","29","445444","46","728126","125"
"BR7 6","957903","37","546214","49","470854","48","344988","33","576003","167"
"CR0 0","0","0","336292","48","319783","23","244306","8","322170","79"
"CR0 1","0","0","431167","6","362227","35","277575","167","296250","208"
"CR0 2","567500","2","389744","10","337900","57","346978","420","347697","489"
"CR0 3","0","0","355967","15","337892","86","233091","33","314106","134"
"CR0 4","449000","5","438703","53","353095","59","254989","127","322592","244"
"CR0 5","845541","25","516875","16","504699","35","293555","75","457547","151"
"CR0 6","915000","1","462933","15","412475","100","347394","325","367368","441"
"CR0 7","602059","17","467650","42","432002","60","309263","37","431020","156"
"CR0 8","609306","18","530385","65","374363","15","251442","26","464479","124"
"CR0 9","0","0","443687","8","328624","60","242935","81","288219","149"
"CR2 0","706012","55","585342","33","405583","29","289724","29","536376","146"
"CR2 6","576667","6","442375","24","377231","48","264260","82","336584","160"
"CR2 7","771048","21","526135","26","362781","16","300868","84","414619","147"
"CR2 8","680289","19","458463","57","379969","36","292297","20","443809","132"
"CR2 9","619375","27","511316","54","425222","9","241275","4","522620","94"
"CR3 0","463333","3","446875","4","0","0","0","0","453929","7"
"CR3 5","400000","2","403750","2","0","0","0","0","401875","4"
"CR4 1","428000","1","424958","12","380216","96","261692","38","353555","147"
"CR4 2","600000","1","350000","1","494096","61","331516","53","419484","116"
"CR4 3","652500","1","426375","4","432002","60","244659","53","349535","118"
"CR4 4","530000","1","402091","11","386297","32","261089","85","306256","129"
"CR5 1","583565","37","467074","52","396265","24","219620","21","447777","134"
"CR5 2","612755","31","499300","33","381250","20","255978","23","457802","107"
"CR5 3","614034","51","523677","90","401823","30","278772","9","516724","180"
"CR6 9","465000","1","0","0","0","0","0","0","465000","1"
"CR7 6","675000","1","463083","6","394623","32","234593","16","360635","55"
"CR7 7","368500","2","423269","13","373781","79","264149","37","347647","131"
"CR7 8","0","0","406952","21","382193","85","262466","74","335860","180"
"CR8 1","704967","30","513781","27","481667","3","246050","9","560588","69"
"CR8 2","727107","14","472666","25","388790","22","292508","75","385938","136"
"CR8 3","1030361","36","745000","12","0","0","336467","15","810794","63"
"CR8 4","730893","28","509250","20","451714","7","235753","18","521309","73"
"CR8 5","774430","43","466120","25","369994","9","260577","30","524306","107"
"DA1 3","527307","7","343308","13","340083","24","204200","5","353819","49"
"DA1 4","355000","1","334712","42","297697","47","223508","60","278768","150"
"DA14 4","655714","7","461379","53","400604","24","328822","96","390136","180"
"DA14 5","583750","4","397278","18","311662","20","175600","10","336062","52"
"DA14 6","737500","3","442435","23","350531","31","203925","80","288825","137"
"DA15 7","873000","10","525343","36","393588","17","262757","33","447962","96"
"DA15 8","620538","13","428512","72","368155","85","247763","19","396405","189"
"DA15 9","552000","1","506956","46","347341","60","254389","9","405189","116"
"DA16 1","478000","2","393879","113","381399","48","232499","9","382930","172"
"DA16 2","470125","8","427767","88","375827","77","268333","6","401973","179"
"DA16 3","619700","5","412672","58","357520","25","224837","49","342982","137"
"DA17 5","418750","6","351111","27","325046","64","213342","50","295664","147"
"DA17 6","432666","9","327892","28","297520","73","223382","67","281133","177"
"DA18 4","0","0","0","0","279667","6","178750","4","239300","10"
"DA5 1","643454","11","442149","47","405590","17","286433","21","424678","96"
"DA5 2","714176","17","597833","6","458750","4","0","0","650481","27"
"DA5 3","679423","13","498920","44","402727","44","240000","3","473317","104"
"DA6 7","479120","2","431958","29","364966","14","315580","70","353784","115"
"DA6 8","577406","14","457072","38","400794","17","269192","13","436164","82"
