postcode,detached_2018,semi-det_2018,terraced_2018,Flat/mais_2018,average_2018,detached_2019,semi-det_2019,terraced_2019,Flat/mais_2019,average_2019,detached_2009,semi-det_2009,terraced_2009,Flat/mais_2009,average_2009,detached_2021,semi-det_2021,terraced_2021,Flat/mais_2021,average_2021,detached_2020,semi-det_2020,terraced_2020,Flat/mais_2020,average_2020,detached_2008,semi-det_2008,terraced_2008,Flat/mais_2008,average_2008,detached_2022,semi-det_2022,terraced_2022,Flat/mais_2022,average_2022,detached_2023,semi-det_2023,terraced_2023,Flat/mais_2023,average_2023,detached_2012,semi-det_2012,terraced_2012,Flat/mais_2012,average_2012,detached_2007,semi-det_2007,terraced_2007,Flat/mais_2007,average_2007,detached_2013,semi-det_2013,terraced_2013,Flat/mais_2013,average_2013,detached_2011,semi-det_2011,terraced_2011,Flat/mais_2011,average_2011,detached_2010,semi-det_2010,terraced_2010,Flat/mais_2010,average_2010,detached_2014,semi-det_2014,terraced_2014,Flat/mais_2014,average_2014,detached_2015,semi-det_2015,terraced_2015,Flat/mais_2015,average_2015,detached_2017,semi-det_2017,terraced_2017,Flat/mais_2017,average_2017,detached_2016,semi-det_2016,terraced_2016,Flat/mais_2016,average_2016
N1 3,0,1460000,1428909,542573,667138,0,0,1191944,558453,676008,606500,595000,676083,319374,374277,0,1425000,1403718,656046,800237,0,1812600,1250371,644258,789865,0,873333,830759,348006,405874,1417500,1212500,1371650,613530,773961,0,4150000,1439900,695098,964976,862500,1155237,783533,440913,529310,0,765250,746799,349679,424597,0,620000,1051526,451423,587451,456500,545547,862613,390904,457605,0,757500,728520,384694,462508,0,1273650,1314282,556683,642954,0,1511167,1284422,585664,712921,1100000,1999141,1311250,624474,806867,0,0,1330385,612706,725114
N1 4,2330000,2106667,1267550,511526,761231,0,1473333,1216266,473561,689251,0,763167,594921,281400,415416,0,1791889,1162860,596277,797161,0,1221667,1364250,579694,810224,768000,1112500,658944,299863,404350,0,1626250,1656816,565572,815474,0,2871667,1582538,567789,908524,0,1183125,825934,345414,493622,0,919192,559780,306031,400917,0,988983,1000696,396013,498540,985000,961895,854962,318170,440625,813333,892601,803344,302620,443497,725000,1053832,1095151,487293,645776,0,1550000,1167880,530118,682523,0,1767500,1178722,523052,705442,0,1955000,1160230,547667,742332
N1 5,0,0,1191250,590107,610659,1060000,0,1278125,604170,629793,1015000,1015000,370000,315556,342034,0,670763,1479583,618983,683370,0,1277500,1292444,668633,780634,0,0,525000,298428,310566,0,960000,1236333,649288,680451,0,0,1263125,599187,643450,0,625000,786100,345744,349531,0,360500,567709,330928,353968,0,0,639992,426798,432408,0,425000,700778,317604,363396,0,840000,544265,327608,360368,0,0,956000,441344,463721,0,870000,1191869,539108,605215,0,0,1290556,546202,646190,0,2200000,1307200,524775,612077
N1 6,0,0,1285000,565298,586466,0,0,0,545510,545510,0,450000,619000,266802,279860,0,0,2855000,601687,691820,0,0,1205000,669566,676096,0,0,491250,287641,301683,0,0,1570000,517451,566407,0,0,767167,572406,583863,0,375000,1508750,358168,398133,0,500000,484050,308530,322549,0,775000,2349000,459602,496486,0,0,905000,339933,362092,330000,0,856714,291878,349733,0,0,1019800,571628,582173,0,0,994167,614506,628065,0,0,1141500,574903,595888,0,0,725000,536395,540885
N1 7,900000,1090000,1140560,653897,719746,0,1695140,1191333,624870,698464,0,577500,675046,392379,412999,0,1251667,1366765,667138,789467,0,1620000,1407500,755743,810024,372000,760000,731458,410037,444314,0,0,1523518,818562,888065,0,0,1587156,669985,826099,0,500000,917167,434930,512008,1197500,763448,761765,331084,422011,0,865000,1124577,568964,672781,0,880000,822184,387013,485707,940000,1030000,835045,387116,506573,0,0,1243132,589287,639583,0,0,1426159,671800,808956,0,0,1142708,631867,681304,0,0,1363077,704338,731383
N1 8,1528750,1056500,1818888,711682,1170785,1248000,1419000,1786601,566192,1043918,0,773000,800485,368805,523405,975000,1525000,1785092,730413,1125797,2200000,1122500,1482492,705423,1016189,0,800000,757810,465240,520614,1923385,1770000,1829398,645102,1058593,0,0,1823350,668662,1123539,0,0,1293871,457331,632552,0,1096125,1090242,367920,543426,1155000,585000,1303780,528537,725243,640000,642667,1208372,433742,703435,1074500,1264000,1143365,416922,698922,0,920000,1756191,626077,1064230,0,0,1814681,708308,971730,0,0,1904314,693322,1191966,0,1895000,1699518,609965,1022855
N1 9,0,0,0,947774,947774,0,0,1045000,741635,751748,0,0,530625,356602,366838,0,0,990625,590160,652978,0,0,760000,746530,747048,0,0,750000,455682,461944,0,0,980000,742996,748263,0,0,1447500,498440,580967,0,0,1043750,442161,488437,0,340000,563948,350379,381506,0,0,1135300,536533,569798,0,0,571474,443219,458436,0,0,572857,389460,411594,0,0,943333,583893,605900,0,0,1475000,636144,701680,0,0,1129500,682329,738225,0,0,1031667,615296,684692
N10 1,0,988375,822855,458951,676836,0,1108958,843297,418903,651800,0,519644,400698,230110,314374,2015000,1049792,1001046,444481,678613,1796750,1131216,767657,455920,697357,1100000,726906,390625,246927,342735,1260000,1283361,1119950,429146,802755,2300000,1448333,910000,481684,811981,0,1064246,591588,270731,444879,1056667,604957,573568,258896,420459,938800,987139,568897,306768,485129,0,596795,555295,278749,429204,847500,679792,501070,264935,378108,0,851714,739975,375359,489880,938000,879282,794554,408020,571616,1155000,890417,943455,427701,616962,920000,1008667,706209,424939,614568
N10 2,1010000,1224321,1357857,453465,820306,900000,1481357,1186776,458775,800487,699975,586500,730299,249910,482463,1437750,1350961,1388729,498212,878476,1900000,1144860,1266114,498265,867822,887500,834444,847809,283412,471987,1712429,1328687,1465621,530475,993593,1008333,1721700,1519759,501114,1110525,897490,627333,911564,312858,528020,714625,676871,744299,256845,427578,746667,1113923,908975,322814,546296,640000,765708,804397,299930,526230,1101667,622132,838762,296617,550836,1053000,895536,1035858,367940,673335,1136650,1101620,1019785,448214,729294,1483333,1216667,1064915,469710,760977,1185000,930018,1122835,438063,758296
N10 3,0,1401640,1507859,704802,924678,0,1363813,1461406,624684,972776,739000,1053180,776375,311619,580453,2068889,1731140,1668910,598240,1079173,1437500,1461286,1528734,664326,1071371,908900,898167,833533,312991,492745,2239900,1786250,1976752,650187,1157540,1975000,1921675,1659750,678409,1219619,1725000,1155495,1074187,386526,707865,1548636,1017706,899502,336167,621286,1506667,1228875,1235739,406146,770231,1198333,856945,1017792,360736,645647,1160000,796921,923570,324496,551126,1727500,1282500,1360170,523327,871240,1635000,1411429,1442054,553949,898983,1622000,1459825,1621137,765877,999790,0,1428533,1500778,523677,944767
N11 1,236713,616667,514057,370656,474278,0,579077,517250,314964,478981,665000,350875,272500,160651,239947,875000,598800,530221,375076,460615,590000,590508,512864,408694,441943,430000,364667,298253,208089,267034,760000,707750,565650,371116,488634,710000,661278,554719,345347,508954,494000,387182,322352,212984,291617,419817,384010,307930,196377,269671,420250,378789,323005,218630,284405,370000,362059,317266,182254,268979,439500,333937,302889,171116,255923,417500,486607,434094,251563,354180,698750,593292,466766,334199,400915,870000,567700,506541,339583,482254,720000,588455,521469,340512,446435
N11 2,790000,833986,664573,382020,613921,0,1090500,596711,361873,556810,250000,439450,310934,171683,294573,630750,854292,695174,359365,608479,482000,941100,645187,375161,553632,0,393667,340885,226451,272617,713417,1058346,720493,380500,675120,1179800,961400,760252,382640,726201,375000,492866,367969,229120,344860,500000,440379,351086,217977,306871,0,516380,415148,232874,357937,386500,435594,359600,213564,350514,182000,464333,340430,212298,318554,630000,615500,539575,260582,428236,0,762636,590631,333189,525770,445000,822841,617831,377215,603056,1100000,879115,636512,339405,545405
N11 3,0,655625,590300,367261,463025,0,615429,549342,351654,440583,629999,375496,292047,234035,280234,991778,717385,627723,388364,559935,855500,655000,593705,433384,547829,638333,452813,342562,275008,317554,853750,888300,645309,416317,597732,984500,825136,695000,395768,587796,564908,564696,382458,275301,360862,484300,428832,341148,279811,318940,695250,498321,414117,321725,381329,646500,453165,355498,259931,320549,469000,458125,360986,276367,340747,636778,517333,483306,312648,387293,760000,663708,565465,379270,481080,645000,701875,569023,408825,481711,725000,684097,605643,393797,509734
N12 0,0,727656,573826,346250,493687,716250,694312,646994,337810,511889,403750,344375,326890,195330,271451,886500,766950,669833,372399,574451,573250,760976,709571,358137,562071,0,384996,369787,213678,287329,0,853646,735833,345828,545205,715833,731000,738120,312125,502783,479000,455636,479133,238755,349135,292000,400581,356034,241334,302423,413300,518000,442368,263924,375804,464500,419229,398176,216092,313607,0,434567,448342,241054,327651,707485,589906,593016,306505,420619,0,673891,692187,320480,457138,795000,672778,655167,382638,508908,0,645800,639033,354260,466529
N12 7,1090000,840675,791786,465646,807400,971000,819516,716625,470914,761092,789500,487575,410833,233546,426602,1088750,957213,615250,630477,841894,1275000,872650,776250,547215,713870,853750,550829,419000,273308,488974,1430000,948375,773175,517000,888910,1408333,1042500,1061667,478719,850659,871250,645202,383375,326450,541240,829583,535446,382533,295452,500600,907564,669014,524500,422961,620504,791850,575519,385658,244275,477497,689375,556977,434750,292913,476124,1073750,774473,677273,474032,700323,1173500,829413,683583,432531,733532,1138333,866080,675000,462250,753358,1088333,861500,572500,469000,677684
N12 8,780000,807472,646094,417459,507156,1194100,806250,645556,432345,531032,530500,390364,362656,228631,292394,1476250,803278,686886,407089,569855,1358333,833500,653750,404000,560013,0,480143,383786,237252,276759,1492000,928227,693153,495296,593131,1800000,953000,698500,417558,664638,662975,589600,424684,290839,341764,507780,511724,370025,246388,298712,967500,640000,479278,283536,365374,811667,414300,399955,267448,324861,674000,485878,411458,275025,366861,701500,654610,608618,328517,412831,1015500,833200,625929,400161,483226,1100000,810500,680781,473064,545341,755833,859086,765750,494136,585247
N12 9,0,791231,675219,327667,528926,812500,796886,711922,378110,529184,353055,418071,323719,201127,282705,1083000,869232,741470,346141,617214,922500,744606,670867,408905,535852,678250,441227,396500,211723,288231,1403333,912912,804667,365484,625861,0,857000,821778,337017,577763,790000,571114,461438,224568,374985,616487,469624,366704,225683,299588,600000,598855,430679,233960,379004,592833,454003,416000,204934,310198,492500,470324,411536,219946,329260,720100,781242,565745,278788,424001,789000,719262,628421,291050,471252,903750,702417,686343,301097,520544,979167,823403,678333,311789,505445
N13 4,842500,732273,629424,361411,474616,958000,771406,688072,337460,514660,479000,463823,322880,195705,300550,727357,846236,723093,420119,581505,797500,811198,652974,355193,569021,522000,423679,351848,230069,302074,1283500,967394,795891,411194,667032,885250,914656,790152,390892,601710,490000,556864,411213,246456,348714,456542,461512,376262,217713,308588,527500,557786,462838,247406,375739,443333,437456,438791,217842,315597,562167,454043,394111,223640,305276,648250,641484,535115,304026,426952,992500,693418,607147,321549,485653,695000,772770,707408,376681,556339,741667,786250,669106,399934,557188
N13 5,694000,591167,550804,320733,471607,0,608091,526712,327625,492793,360500,322250,273299,196247,269402,0,615579,584449,339443,540337,0,559167,564324,407051,523601,0,344545,324246,210500,292355,2250000,666474,608653,370129,566723,0,689750,603195,387175,550616,390000,391781,335847,256441,310928,300000,344905,328845,214166,293956,317333,369735,362375,235599,321344,452500,400056,325016,208603,301360,416000,345340,338582,216231,310967,0,436666,431590,273141,375965,467747,526666,497597,301634,455813,880000,555667,579575,348224,504666,0,643805,529498,433510,497073
N13 6,0,560000,503029,245863,408016,0,617987,537289,264528,425413,0,316250,247269,187672,206020,0,605000,522474,280455,430801,0,566500,484667,265375,399569,0,311143,306357,186273,254190,0,616667,589143,265018,471901,0,571875,510633,247214,449135,0,356600,319367,175702,262751,220000,272636,302275,161327,228088,0,329800,326750,175590,255570,0,353625,280100,159900,241410,0,320750,281728,184274,220886,495000,474250,379038,204661,304703,0,512400,440741,218516,336264,0,534000,528619,257971,422244,447500,595000,501200,247559,365587
N14 4,818500,699500,560278,361711,569531,739500,740208,572857,396025,533024,547250,395808,319567,187083,305147,966244,824026,588500,368971,587744,770833,757308,565000,444491,560863,516683,463873,324800,223074,347889,971312,825205,606129,343092,563872,1197750,817020,614899,364179,620029,575400,481696,382306,215686,333764,566155,439222,320557,218442,312626,588444,496586,369278,264704,330914,453593,448520,349280,223506,321136,606667,419059,339687,212137,313532,688000,548902,426573,262488,367960,731625,679500,453622,297445,423654,814505,776451,586056,369260,518076,747250,714411,543352,369883,500798
N14 5,780000,663115,617550,339157,591215,1076000,702633,559300,368900,623054,538999,353039,288550,219470,296209,1006143,762297,640403,711118,743956,976000,730158,731850,847500,752267,546000,439737,356773,185433,351939,1088750,814917,722500,463893,726997,1222000,752955,728571,381929,690824,635279,472033,344556,221950,399196,590977,427170,336554,204520,371301,570833,506297,383863,222750,425552,405000,454046,343406,232622,337662,630000,434379,369409,211795,391915,720167,607333,480086,245882,514962,876429,623870,444444,338054,535565,896250,719474,575232,363812,623843,866429,737664,575702,334086,624794
N14 6,671667,765440,597500,382173,589901,875286,852666,609143,412429,681375,505000,399294,312945,197500,307649,1139500,905812,726585,464947,799586,1119643,820652,608345,409125,725105,777000,452623,363556,245158,356432,1062500,957375,679227,417959,790310,1349249,898750,649500,385682,811765,528316,517641,340437,243520,382223,897500,487070,352411,234162,351883,681071,631364,379375,267291,448987,599000,490432,386167,216223,367776,595364,502000,385962,234917,384028,710825,711007,458189,296552,521334,892200,705897,469600,333192,552969,1207225,783875,635410,391969,674784,1072786,814886,624750,363687,736866
N14 7,1090000,778783,849167,381818,725853,1071333,766157,500000,432214,729457,775182,386050,312333,237520,332442,1245208,796590,763625,428731,760920,1167500,797343,832500,384250,721650,684000,503188,368000,233076,395804,1190357,935040,889762,441385,861018,0,865611,0,631250,835371,713286,536980,530250,291250,519739,712000,472815,427200,255615,432882,641000,541084,657500,260970,474354,1094990,500930,549200,278955,514205,504167,468868,367500,224850,411789,963737,642851,584683,323277,565168,978500,700361,727999,359944,661520,875000,810581,782333,452845,753524,1180000,724265,0,395667,697883
N15 3,0,462500,634250,390888,502592,0,541667,608066,394480,527793,0,252500,277735,186004,238453,592000,579750,677167,406341,556721,0,480000,630905,422848,558313,0,448333,314641,203185,272572,0,589375,718531,463422,573054,0,555000,702397,395706,551852,0,345000,346055,217801,291892,292500,275078,324942,199167,259888,0,327500,393756,243514,326379,0,295000,316921,217523,278195,0,250000,306053,204488,263702,285000,418199,490301,298358,386671,0,605500,562516,354255,470146,0,668040,616242,383377,506836,0,468161,626745,367907,494916
N15 4,635000,627500,547719,338751,412420,0,1196000,518167,326729,415628,487500,286250,281321,159133,222301,795000,807233,603592,436097,510736,0,557500,585171,351627,438218,480000,287286,270242,172972,227425,0,1009000,581407,383131,520972,0,0,633739,380639,469224,0,532475,280495,186662,240991,547500,197000,288330,188837,234547,650000,395000,300287,194953,253817,0,371667,263268,169295,220997,0,280000,230158,160134,191663,0,426667,384161,257493,317415,0,613857,471796,294067,399020,0,561165,507598,336106,390377,0,722500,601380,335121,409572
N15 5,0,685500,551860,353342,478849,0,0,559839,385992,465672,0,163000,217873,138850,192794,0,760000,611647,356118,529074,0,0,592225,341584,526267,0,245000,248061,177072,212524,0,525000,610690,351239,489629,0,565000,631500,378333,547595,0,0,274288,171588,233787,0,252417,260038,174075,223408,0,315000,321039,171374,264509,0,0,251155,161556,224275,0,232500,241625,145288,214033,0,342500,410724,219468,323054,0,0,452415,304517,393986,0,425000,547435,352746,447823,0,566000,484667,323417,416457
N15 6,0,715000,876333,333714,571744,0,0,750952,395537,577579,0,330000,287775,161974,222975,0,1005000,746989,408421,611003,0,697500,781692,399042,601846,0,415000,326159,187550,264632,0,1324000,840520,348766,612432,0,1250000,799615,450300,634466,0,345833,402284,170500,269316,0,332000,304430,181569,249249,0,346960,397712,235513,305990,0,251000,357642,189053,281815,0,308333,346648,191242,263421,0,420000,535434,266470,362526,0,683000,572120,347143,441751,0,0,699967,362671,531319,815000,985000,612041,343189,478252
